name,_id,run_start_time,run_end_time,status,status_message,add_diesel_generator_one_distribution_center.batt_storage_capacity,add_diesel_generator_one_distribution_center.generator,add_diesel_generator_one_distribution_center.pv_power,create_doe_prototype_building.building_type,create_doe_prototype_building.climate_zone,batt_discharge_power,batt_initial_charge,batt_max_soc,batt_min_soc,epw_file,meter_name,reporting_frequency,template
DOE Autogenerated 999,ea3b4548-3e61-43a5-842e-9f33c3f0a02a,2022-07-15T22:25:33.811Z,2022-07-15T22:27:58.067Z,completed,completed normal,50.0,55kW Diesel,30.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 308,201af774-512a-47aa-9696-2a9f459e53c2,2022-07-15T21:45:38.977Z,2022-07-15T21:48:01.743Z,completed,completed normal,12.5,55kW Diesel,25.0,SmallOffice,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 1504,d2126859-2005-4368-93d7-a522949937aa,2022-07-15T22:56:39.574Z,2022-07-15T22:59:07.617Z,completed,completed normal,10.0,55kW Diesel,20.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 1419,f7389cba-3a57-4a5e-b648-d79bc1326f16,2022-07-15T22:51:39.680Z,2022-07-15T22:54:14.877Z,completed,completed normal,100.0,80kW Diesel,10.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 1855,dc79af22-6dfa-46c0-8001-8c606d055ce6,2022-07-15T23:17:42.643Z,2022-07-15T23:20:16.484Z,completed,completed normal,70.0,55kW Diesel,50.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 2340,fc5f93ca-f668-4f23-b361-072280fe363d,2022-07-15T23:48:03.563Z,2022-07-15T23:50:45.859Z,completed,completed normal,10.0,42kW Diesel,40.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 1264,aa118a0d-18d1-4380-9a2f-ec7ce8304d7f,2022-07-15T22:42:17.616Z,2022-07-15T22:44:51.451Z,completed,completed normal,35.0,42kW Diesel,0.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 2505,8dfb2e43-18fb-41e4-be67-fb3b2f72706b,2022-07-15T23:58:25.295Z,2022-07-16T00:00:23.600Z,completed,completed normal,250.0,80kW Diesel,50.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 1032,4434f6f7-5c20-48bd-a132-a716b9359c75,2022-07-15T22:27:43.047Z,2022-07-15T22:30:19.149Z,completed,completed normal,17.5,42kW Diesel,35.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 1226,40bef314-be29-439e-90ed-3a2724a2cf1f,2022-07-15T22:39:47.548Z,2022-07-15T22:42:33.160Z,completed,completed normal,35.0,55kW Diesel,50.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 1783,43c2f478-a0d4-4335-86d0-a97051f70625,2022-07-15T23:13:29.285Z,2022-07-15T23:16:08.790Z,completed,completed normal,250.0,42kW Diesel,45.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 344,87a7f6e2-10e3-46f7-8f96-d3668ae15fb9,2022-07-15T21:47:45.559Z,2022-07-15T21:50:07.238Z,completed,completed normal,5.0,42kW Diesel,30.0,SmallOffice,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 1567,c5d26f1c-afe9-46fe-8a6a-f30e7e4eaa0e,2022-07-15T23:00:27.251Z,2022-07-15T23:02:59.503Z,completed,completed normal,30.0,55kW Diesel,25.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 50,74f0029c-0bb8-4c67-819b-bdc51708c0f3,2022-07-15T21:32:15.496Z,2022-07-15T21:34:22.735Z,completed,completed normal,70.0,80kW Diesel,0.0,SmallOffice,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 1310,276bff4d-2420-4305-aa5f-1ea4e3b70c86,2022-07-15T22:45:01.122Z,2022-07-15T22:47:30.692Z,completed,completed normal,350.0,80kW Diesel,0.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 2146,d2d51db0-71e7-442a-8806-e26dfd941143,2022-07-15T23:35:58.205Z,2022-07-15T23:38:23.441Z,completed,completed normal,350.0,55kW Diesel,20.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 2184,6438e719-57ad-4115-b20e-ff2fc116d895,2022-07-15T23:38:17.006Z,2022-07-15T23:41:02.182Z,completed,completed normal,350.0,42kW Diesel,25.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 1399,37d3163d-b242-4ff7-9e5b-5138015d3b14,2022-07-15T22:50:24.326Z,2022-07-15T22:52:57.849Z,completed,completed normal,70.0,55kW Diesel,10.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 249,c8ae2a22-5cbd-4bf9-a343-6181d017394e,2022-07-15T21:41:48.306Z,2022-07-15T21:44:05.443Z,completed,completed normal,5.0,55kW Diesel,20.0,SmallOffice,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 675,d7c58926-f142-4eb4-871b-ffe95dae0579,2022-07-15T22:05:57.835Z,2022-07-15T22:08:39.100Z,completed,completed normal,35.0,80kW Diesel,0.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 1305,89520b9d-ba4d-430e-922c-ac0986a65441,2022-07-15T22:44:40.870Z,2022-07-15T22:47:10.351Z,completed,completed normal,100.0,80kW Diesel,0.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 1489,35b3d262-8e2b-4174-bacf-4f961a45f235,2022-07-15T22:55:38.667Z,2022-07-15T22:58:10.131Z,completed,completed normal,20.0,42kW Diesel,20.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 2197,76463114-cf61-4f9b-bf94-1aa277e8ccbb,2022-07-15T23:39:16.533Z,2022-07-15T23:41:59.880Z,completed,completed normal,70.0,55kW Diesel,25.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 2112,4e93b0e9-33b8-4123-9130-773440dee0b6,2022-07-15T23:33:44.469Z,2022-07-15T23:36:26.324Z,completed,completed normal,10.0,42kW Diesel,20.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 1346,59ea5aa1-2e4f-4b40-8a1b-ce8cd083db44,2022-07-15T22:47:11.285Z,2022-07-15T22:49:42.379Z,completed,completed normal,250.0,55kW Diesel,5.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 1353,8e1e89be-2719-4ec8-90e0-e400d0a371dd,2022-07-15T22:47:32.670Z,2022-07-15T22:50:07.376Z,completed,completed normal,12.5,80kW Diesel,5.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 1162,38ab593b-c3af-4712-b733-7abbd147b8a6,2022-07-15T22:35:31.918Z,2022-07-15T22:38:07.737Z,completed,completed normal,10.0,55kW Diesel,45.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 1206,859d95ca-53c2-4bf8-b602-b8be424cdfb8,2022-07-15T22:38:20.451Z,2022-07-15T22:41:01.292Z,completed,completed normal,30.0,42kW Diesel,50.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 1921,acbe2892-c4f1-41a6-bedd-f7a4a6216c88,2022-07-15T23:21:41.908Z,2022-07-15T23:24:11.807Z,completed,completed normal,5.0,80kW Diesel,0.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 1144,0ccdd56b-e6dc-4307-8b14-5d81dd8802a3,2022-07-15T22:34:46.249Z,2022-07-15T22:37:22.364Z,completed,completed normal,12.5,42kW Diesel,45.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 684,a7df78c2-3da5-4c99-b327-465bfeefbb67,2022-07-15T22:06:14.071Z,2022-07-15T22:08:41.748Z,completed,completed normal,400.0,80kW Diesel,0.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 892,d955fdd5-c54f-44fd-99f3-cc49505b654b,2022-07-15T22:19:08.159Z,2022-07-15T22:21:50.616Z,completed,completed normal,350.0,55kW Diesel,20.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 957,0445f2b3-7c6c-4f37-926f-679a02bd93f6,2022-07-15T22:22:55.343Z,2022-07-15T22:25:43.010Z,completed,completed normal,20.0,80kW Diesel,25.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 2383,ec0cb9dc-612a-45cc-a4ac-acc59faf3965,2022-07-15T23:50:46.194Z,2022-07-15T23:53:19.404Z,completed,completed normal,25.0,80kW Diesel,40.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 923,6775beab-b029-4749-b6b2-e9e781fdcc89,2022-07-15T22:21:04.979Z,2022-07-15T22:23:40.184Z,completed,completed normal,50.0,42kW Diesel,25.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 558,cf5bf7c3-1268-432d-935f-9dfc1b9989cd,2022-07-15T21:59:07.101Z,2022-07-15T22:01:21.591Z,completed,completed normal,20.0,80kW Diesel,45.0,SmallOffice,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 1375,142feeb9-2f11-48b7-ae9a-9cf39d49681a,2022-07-15T22:49:01.122Z,2022-07-15T22:51:39.304Z,completed,completed normal,20.0,42kW Diesel,10.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 111,3ad6d08f-f8bd-4996-af4b-18f64a1b8838,2022-07-15T21:34:45.168Z,2022-07-15T21:36:42.652Z,completed,completed normal,250.0,80kW Diesel,5.0,SmallOffice,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 1147,46be3caa-dc52-405b-a5e1-ca844a1255e2,2022-07-15T22:34:49.528Z,2022-07-15T22:37:34.796Z,completed,completed normal,20.0,42kW Diesel,45.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 535,456b6e4d-9902-47ab-95b6-c7eaaeaaa81a,2022-07-15T21:57:35.982Z,2022-07-15T21:59:46.407Z,completed,completed normal,10.0,55kW Diesel,45.0,SmallOffice,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 106,989ca95e-9a3f-4485-93d7-59763d156545,2022-07-15T21:34:42.364Z,2022-07-15T21:37:04.107Z,completed,completed normal,50.0,80kW Diesel,5.0,SmallOffice,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 1699,a468a11e-3d00-4601-a968-bd5bcc90b401,2022-07-15T23:08:14.235Z,2022-07-15T23:10:53.231Z,completed,completed normal,25.0,80kW Diesel,35.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 240,30e9d76b-5068-48a4-8af7-f7e457757dbe,2022-07-15T21:41:38.400Z,2022-07-15T21:43:49.129Z,completed,completed normal,70.0,42kW Diesel,20.0,SmallOffice,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 1475,a236d17f-7d40-4d3f-b891-daff0ebb5f93,2022-07-15T22:55:02.972Z,2022-07-15T22:57:38.608Z,completed,completed normal,70.0,80kW Diesel,15.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 33,e5043f6c-dd5f-4fad-905b-3204ba65ae5e,2022-07-15T21:30:04.510Z,2022-07-15T21:32:29.615Z,completed,completed normal,150.0,55kW Diesel,0.0,SmallOffice,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 523,01310769-16e7-4713-9943-486c0a8d6e7d,2022-07-15T21:57:04.150Z,2022-07-15T21:59:30.166Z,completed,completed normal,35.0,42kW Diesel,45.0,SmallOffice,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 1328,67522680-ee85-475b-aac0-f1d93f629d48,2022-07-15T22:45:50.796Z,2022-07-15T22:48:27.803Z,completed,completed normal,300.0,42kW Diesel,5.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 2483,7d4748b8-f5c6-46f0-917c-f72123099451,2022-07-15T23:57:03.338Z,2022-07-15T23:59:33.976Z,completed,completed normal,100.0,55kW Diesel,50.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 900,8c24fb0c-8a03-40ec-a525-03ca2c73e27a,2022-07-15T22:19:29.365Z,2022-07-15T22:21:50.683Z,completed,completed normal,20.0,80kW Diesel,20.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 1179,c561fd57-653b-45b0-94e3-80218c00a20b,2022-07-15T22:37:04.004Z,2022-07-15T22:39:46.551Z,completed,completed normal,0.0,80kW Diesel,45.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 1242,0166198a-6bf6-4862-bea2-8900ff688eba,2022-07-15T22:40:33.147Z,2022-07-15T22:43:08.116Z,completed,completed normal,20.0,80kW Diesel,50.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 1385,1a4804b5-861c-4847-a21e-bfed57251514,2022-07-15T22:49:24.361Z,2022-07-15T22:51:43.319Z,completed,completed normal,300.0,42kW Diesel,10.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 1312,2b73c30b-f5cf-430a-8b30-ca7b2149d40c,2022-07-15T22:45:02.686Z,2022-07-15T22:47:47.974Z,completed,completed normal,0.0,42kW Diesel,5.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 2115,8ec558b0-28bf-45ce-b2f6-110f600195bd,2022-07-15T23:34:05.275Z,2022-07-15T23:36:56.037Z,completed,completed normal,17.5,42kW Diesel,20.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 686,8df54698-ff2b-42af-96a2-27f1fef77b85,2022-07-15T22:06:19.561Z,2022-07-15T22:08:43.706Z,completed,completed normal,5.0,42kW Diesel,5.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 944,51f4b708-dec8-4452-a0cd-6001fb8f7de2,2022-07-15T22:22:17.627Z,2022-07-15T22:24:42.564Z,completed,completed normal,100.0,55kW Diesel,25.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 2213,d753dca4-66e3-4ad4-8ea1-d83403dae0e0,2022-07-15T23:40:04.299Z,2022-07-15T23:42:43.312Z,completed,completed normal,30.0,80kW Diesel,25.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 2496,431c9f16-a400-46ee-bf48-4718492538db,2022-07-15T23:57:53.886Z,2022-07-15T23:59:59.978Z,completed,completed normal,20.0,80kW Diesel,50.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 1405,eee96878-db7b-4a46-a851-82465811973a,2022-07-15T22:50:32.634Z,2022-07-15T22:53:13.801Z,completed,completed normal,350.0,55kW Diesel,10.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 2038,f0948967-4671-434a-aca8-6fcc8e0d17ea,2022-07-15T23:29:11.269Z,2022-07-15T23:31:54.719Z,completed,completed normal,15.0,80kW Diesel,10.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 1730,cfcce695-8b03-481e-9193-0563c7ee823a,2022-07-15T23:10:20.872Z,2022-07-15T23:12:59.301Z,completed,completed normal,0.0,55kW Diesel,40.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 1511,631a3bef-52f1-44e2-baa1-cfbbae9effc4,2022-07-15T22:57:10.469Z,2022-07-15T22:59:48.905Z,completed,completed normal,35.0,55kW Diesel,20.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 1130,ed43fb68-8961-4307-a87b-a29887c06d13,2022-07-15T22:33:37.440Z,2022-07-15T22:36:09.208Z,completed,completed normal,30.0,80kW Diesel,40.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 1806,436bb86c-9ae4-428d-8ff0-8b58b62e587a,2022-07-15T23:14:52.967Z,2022-07-15T23:17:20.424Z,completed,completed normal,0.0,80kW Diesel,45.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 2084,b145ab1a-4705-4ef1-9e29-5e80b33f2440,2022-07-15T23:32:08.401Z,2022-07-15T23:34:57.590Z,completed,completed normal,100.0,55kW Diesel,15.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 439,26041401-3d0a-430b-a05b-f9f410f17cf4,2022-07-15T21:52:41.069Z,2022-07-15T21:54:57.800Z,completed,completed normal,5.0,80kW Diesel,35.0,SmallOffice,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 241,eea41cdb-7470-4c55-b968-f01bbc76d1d3,2022-07-15T21:41:39.904Z,2022-07-15T21:44:03.722Z,completed,completed normal,100.0,42kW Diesel,20.0,SmallOffice,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 436,52ffe3c2-9c10-4cc6-8d41-c0a87d2cb946,2022-07-15T21:52:33.108Z,2022-07-15T21:54:43.125Z,completed,completed normal,350.0,55kW Diesel,35.0,SmallOffice,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 2247,b3890815-77e6-49d6-9265-d03f1807078b,2022-07-15T23:42:23.428Z,2022-07-15T23:44:56.206Z,completed,completed normal,15.0,55kW Diesel,30.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 2478,df5550d0-2abf-49f3-9e7f-65a20eda2fd8,2022-07-15T23:56:45.259Z,2022-07-15T23:59:11.710Z,completed,completed normal,25.0,55kW Diesel,50.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 1184,9e4491ed-307b-464a-8d57-ffd960e5e013,2022-07-15T22:37:16.639Z,2022-07-15T22:39:46.893Z,completed,completed normal,17.5,80kW Diesel,45.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 2407,39426ad8-51fc-4a22-8eae-4a9ac05bacf4,2022-07-15T23:52:16.473Z,2022-07-15T23:54:46.970Z,completed,completed normal,100.0,42kW Diesel,45.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 1762,451f736e-bf6e-4676-a3b7-8a23a956d3ae,2022-07-15T23:12:18.737Z,2022-07-15T23:14:58.668Z,completed,completed normal,150.0,80kW Diesel,40.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 2101,63d4c098-b335-43e2-acd1-8121e86223f6,2022-07-15T23:33:11.772Z,2022-07-15T23:35:57.786Z,completed,completed normal,50.0,80kW Diesel,15.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 1000,c9cfc03a-a1f4-4e70-983f-dfe054b0d985,2022-07-15T22:25:40.662Z,2022-07-15T22:28:15.330Z,completed,completed normal,70.0,55kW Diesel,30.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 662,a963d543-c11a-43f9-b4fe-1ff9de2dd02f,2022-07-15T22:04:32.799Z,2022-07-15T22:07:16.600Z,completed,completed normal,250.0,55kW Diesel,0.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 1473,618b14a1-e02e-4e50-b5f5-c6d5174572ce,2022-07-15T22:54:53.701Z,2022-07-15T22:57:27.086Z,completed,completed normal,35.0,80kW Diesel,15.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 2498,b785ae38-7707-4d03-8bc0-3e03b2606618,2022-07-15T23:58:09.590Z,2022-07-16T00:00:10.153Z,completed,completed normal,30.0,80kW Diesel,50.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 1842,fa358506-4cf3-434d-a629-f4b5b577c5c8,2022-07-15T23:17:01.602Z,2022-07-15T23:19:32.847Z,completed,completed normal,350.0,42kW Diesel,50.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 863,761e07b3-9e96-4da1-b597-6f8b9decee3f,2022-07-15T22:17:05.730Z,2022-07-15T22:19:46.487Z,completed,completed normal,25.0,42kW Diesel,20.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 2461,b4abd202-1ecf-46d4-bb19-c531535225aa,2022-07-15T23:55:38.078Z,2022-07-15T23:58:24.795Z,completed,completed normal,35.0,42kW Diesel,50.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 398,c3c19f31-1144-44fc-b0f0-fc14812fa59a,2022-07-15T21:50:25.138Z,2022-07-15T21:52:47.087Z,completed,completed normal,350.0,80kW Diesel,30.0,SmallOffice,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 177,2f9525e3-0999-4b19-932f-ffe4a6c53034,2022-07-15T21:38:50.160Z,2022-07-15T21:41:07.369Z,completed,completed normal,17.5,42kW Diesel,15.0,SmallOffice,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 2029,63bcf50b-d15e-4f00-83bc-8ca588c6011a,2022-07-15T23:28:34.302Z,2022-07-15T23:31:02.278Z,completed,completed normal,200.0,55kW Diesel,10.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 1490,8bb45f3a-bf22-4033-81eb-e5943ac3990d,2022-07-15T22:55:44.068Z,2022-07-15T22:58:15.445Z,completed,completed normal,25.0,42kW Diesel,20.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 2157,0c49c216-7892-4c83-9def-dda9496bd33a,2022-07-15T23:36:45.465Z,2022-07-15T23:39:31.870Z,completed,completed normal,35.0,80kW Diesel,20.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 444,edc05751-c797-4c7c-935b-afe17e8027c7,2022-07-15T21:52:47.926Z,2022-07-15T21:55:04.709Z,completed,completed normal,20.0,80kW Diesel,35.0,SmallOffice,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 1042,18884514-a73d-464a-8851-b68201d09a6d,2022-07-15T22:28:15.086Z,2022-07-15T22:30:49.126Z,completed,completed normal,250.0,42kW Diesel,35.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 2022,ebb6391d-baa3-441f-997f-17b44ddab3a0,2022-07-15T23:28:06.062Z,2022-07-15T23:30:37.498Z,completed,completed normal,25.0,55kW Diesel,10.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 1164,25d2e169-3bf4-434f-987b-58a33e335834,2022-07-15T22:35:39.070Z,2022-07-15T22:38:20.081Z,completed,completed normal,15.0,55kW Diesel,45.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 2036,a1af1b14-bcd6-462c-adc7-e3601734d890,2022-07-15T23:29:06.174Z,2022-07-15T23:31:38.368Z,completed,completed normal,10.0,80kW Diesel,10.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 813,1bb451bb-4ef1-4de5-9772-aeff6a0945b8,2022-07-15T22:14:07.882Z,2022-07-15T22:16:32.114Z,completed,completed normal,200.0,42kW Diesel,15.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 1380,1a310534-ffeb-471a-93bf-b8c761189b58,2022-07-15T22:49:13.623Z,2022-07-15T22:51:39.378Z,completed,completed normal,70.0,42kW Diesel,10.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 328,998a4c84-4e86-4ded-a502-c4aa922f4a4b,2022-07-15T21:46:19.102Z,2022-07-15T21:48:38.554Z,completed,completed normal,15.0,80kW Diesel,25.0,SmallOffice,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 747,1b71e858-28df-466a-b95f-42246b891522,2022-07-15T22:09:48.989Z,2022-07-15T22:12:27.998Z,completed,completed normal,17.5,42kW Diesel,10.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 1447,543d5e44-6879-42ca-bdc4-bb10984eb491,2022-07-15T22:53:04.909Z,2022-07-15T22:55:36.751Z,completed,completed normal,10.0,55kW Diesel,15.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 125,1b4ca8b2-29c6-40fb-821f-0dbdef4fc478,2022-07-15T21:34:56.604Z,2022-07-15T21:37:10.400Z,completed,completed normal,50.0,42kW Diesel,10.0,SmallOffice,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 992,87f5b216-91df-4127-a2b8-286f1ab86536,2022-07-15T22:25:12.093Z,2022-07-15T22:27:45.510Z,completed,completed normal,12.5,55kW Diesel,30.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 1186,63b668cb-2f7e-496d-a61f-3119d91ca31b,2022-07-15T22:37:18.175Z,2022-07-15T22:39:55.377Z,completed,completed normal,25.0,80kW Diesel,45.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 1829,555ea588-3906-41e3-b3a2-3292dd6ab94d,2022-07-15T23:16:27.200Z,2022-07-15T23:19:03.899Z,completed,completed normal,15.0,42kW Diesel,50.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 2041,4376eae5-dd6f-43aa-86fc-ac207c9241ca,2022-07-15T23:29:28.166Z,2022-07-15T23:32:07.733Z,completed,completed normal,25.0,80kW Diesel,10.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 255,94486924-132c-4cfe-9474-42ade5e2f0f9,2022-07-15T21:43:04.597Z,2022-07-15T21:45:22.685Z,completed,completed normal,25.0,55kW Diesel,20.0,SmallOffice,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 2050,51df9fc0-081f-45cd-8e84-dfb3a8a80f30,2022-07-15T23:29:50.109Z,2022-07-15T23:32:27.687Z,completed,completed normal,300.0,80kW Diesel,10.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 1875,d6c594a9-efd6-44b9-a6f1-cb69f23a0725,2022-07-15T23:19:03.009Z,2022-07-15T23:21:38.922Z,completed,completed normal,100.0,80kW Diesel,50.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 2245,e1d03025-d300-4ace-813a-727a9499b0c2,2022-07-15T23:42:20.793Z,2022-07-15T23:44:50.978Z,completed,completed normal,10.0,55kW Diesel,30.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 2015,f1ba8afe-ab6e-41a8-834a-c909cc144956,2022-07-15T23:27:47.317Z,2022-07-15T23:30:31.439Z,completed,completed normal,0.0,55kW Diesel,10.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 69,9a36fee2-4464-4a9f-b23b-caa4ef67508d,2022-07-15T21:32:26.463Z,2022-07-15T21:34:48.507Z,completed,completed normal,70.0,42kW Diesel,5.0,SmallOffice,ASHRAE 169-2013-6B,,,,,,,,
