name,_id,run_start_time,run_end_time,status,status_message,add_diesel_generator_one_distribution_center.batt_storage_capacity,add_diesel_generator_one_distribution_center.generator,add_diesel_generator_one_distribution_center.pv_power,create_doe_prototype_building.building_type,create_doe_prototype_building.climate_zone,batt_discharge_power,batt_initial_charge,batt_max_soc,batt_min_soc,epw_file,meter_name,reporting_frequency,template
DOE Autogenerated 925,a7df7998-6ab0-491f-af2d-4326d59a3e0c,2022-07-15T22:21:09.671Z,2022-07-15T22:23:41.378Z,completed,completed normal,100.0,42kW Diesel,25.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 1838,6e31cfc1-ef69-40d7-9caf-f31579bcb275,2022-07-15T23:16:42.806Z,2022-07-15T23:19:05.280Z,completed,completed normal,150.0,42kW Diesel,50.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 2189,925bda80-51f3-4429-8572-d2d80bf86c97,2022-07-15T23:38:37.470Z,2022-07-15T23:41:12.336Z,completed,completed normal,12.5,55kW Diesel,25.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 2078,6e2767a0-e71f-4003-866a-6f3cb37d521c,2022-07-15T23:31:46.087Z,2022-07-15T23:34:33.630Z,completed,completed normal,20.0,55kW Diesel,15.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 854,6c4c5d95-92aa-4a38-82d3-f8161882f582,2022-07-15T22:16:40.578Z,2022-07-15T22:19:13.902Z,completed,completed normal,350.0,80kW Diesel,15.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 873,2b1fc939-b331-4fa9-996e-1fb0a471648f,2022-07-15T22:17:44.531Z,2022-07-15T22:20:16.628Z,completed,completed normal,350.0,42kW Diesel,20.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 1749,45eca923-6632-4b79-a651-ca9956783f8c,2022-07-15T23:11:25.858Z,2022-07-15T23:13:50.044Z,completed,completed normal,0.0,80kW Diesel,40.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 1221,8275a77d-4469-4d34-9216-595406daf870,2022-07-15T22:39:33.767Z,2022-07-15T22:42:19.605Z,completed,completed normal,15.0,55kW Diesel,50.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 749,a59751a3-a0a1-40f1-ad67-cfc663583491,2022-07-15T22:09:57.474Z,2022-07-15T22:12:41.211Z,completed,completed normal,25.0,42kW Diesel,10.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 1377,b1254e96-33d7-480a-a23f-b0b09bdcb357,2022-07-15T22:49:03.008Z,2022-07-15T22:51:32.912Z,completed,completed normal,30.0,42kW Diesel,10.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 229,77807a14-ec8c-48ba-b9fd-cbcb1637cc32,2022-07-15T21:41:24.265Z,2022-07-15T21:43:34.392Z,completed,completed normal,0.0,42kW Diesel,20.0,SmallOffice,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 2194,eba1927b-d2c4-4375-9787-ce45ea4f7ba8,2022-07-15T23:38:56.224Z,2022-07-15T23:41:35.306Z,completed,completed normal,30.0,55kW Diesel,25.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 1391,8a5e6fe8-45b5-4016-ba0f-9079c351b38e,2022-07-15T22:49:59.289Z,2022-07-15T22:52:35.777Z,completed,completed normal,12.5,55kW Diesel,10.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 1879,4db27906-4768-4328-abb5-0a9a2c99aa08,2022-07-15T23:19:08.270Z,2022-07-15T23:21:47.306Z,completed,completed normal,300.0,80kW Diesel,50.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 1247,605c64fb-a03e-4292-9438-17e06e8fe0c6,2022-07-15T22:40:56.525Z,2022-07-15T22:43:36.773Z,completed,completed normal,70.0,80kW Diesel,50.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 470,c948f478-4433-41e0-b5cf-b135b3dcd80d,2022-07-15T21:54:34.573Z,2022-07-15T21:56:44.643Z,completed,completed normal,150.0,42kW Diesel,40.0,SmallOffice,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 1959,edc1da6e-3133-4996-a11c-698f785c60e9,2022-07-15T23:24:11.579Z,2022-07-15T23:26:38.688Z,completed,completed normal,5.0,55kW Diesel,5.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 1334,e20ed163-06c4-47cb-86d9-4f979e817437,2022-07-15T22:46:25.416Z,2022-07-15T22:49:00.732Z,completed,completed normal,12.5,55kW Diesel,5.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 2016,a94d3c37-7086-45aa-876c-1bdfeb87d656,2022-07-15T23:27:49.790Z,2022-07-15T23:30:21.372Z,completed,completed normal,5.0,55kW Diesel,10.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 2413,02319f54-80d2-4252-9224-7b356ac1a4ae,2022-07-15T23:52:42.834Z,2022-07-15T23:55:30.637Z,completed,completed normal,400.0,42kW Diesel,45.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 599,c58a95db-a285-497b-a2dc-23c86c3a52e7,2022-07-15T22:01:21.949Z,2022-07-15T22:03:40.399Z,completed,completed normal,35.0,55kW Diesel,50.0,SmallOffice,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 1535,ae779720-3559-43e6-8609-66ed2d5dcdcb,2022-07-15T22:58:28.839Z,2022-07-15T23:01:00.903Z,completed,completed normal,200.0,80kW Diesel,20.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 536,c90530a2-0a9a-4b7b-80cf-5f62fac272a9,2022-07-15T21:57:36.098Z,2022-07-15T21:59:46.924Z,completed,completed normal,12.5,55kW Diesel,45.0,SmallOffice,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 372,547aee29-bb80-4d67-b21e-ee2c6f10b4b0,2022-07-15T21:48:41.355Z,2022-07-15T21:50:53.374Z,completed,completed normal,50.0,55kW Diesel,30.0,SmallOffice,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 1131,fd1b894d-dcbe-43d1-a0e0-c54e0ac0cff9,2022-07-15T22:33:41.483Z,2022-07-15T22:36:11.653Z,completed,completed normal,35.0,80kW Diesel,40.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 2069,bbd9d01b-de5a-40a2-81f4-96d73612ad28,2022-07-15T23:31:02.799Z,2022-07-15T23:33:43.867Z,completed,completed normal,300.0,42kW Diesel,15.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 910,97e22a3d-803f-4cd9-bfcb-9435cb686e94,2022-07-15T22:20:01.350Z,2022-07-15T22:22:44.577Z,completed,completed normal,300.0,80kW Diesel,20.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 1721,38e59b84-d75b-4407-9bd0-c1a13346c13a,2022-07-15T23:09:47.250Z,2022-07-15T23:12:18.891Z,completed,completed normal,50.0,42kW Diesel,40.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 1241,3258f361-b815-4b9d-b2a2-8da4e79934ff,2022-07-15T22:40:25.671Z,2022-07-15T22:43:03.038Z,completed,completed normal,17.5,80kW Diesel,50.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 1803,b4abb2e2-404a-4e98-b563-204772de96e2,2022-07-15T23:14:38.828Z,2022-07-15T23:17:20.782Z,completed,completed normal,300.0,55kW Diesel,45.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 632,4da647a1-dc33-4a68-ae10-72989eae5175,2022-07-15T22:03:23.016Z,2022-07-15T22:05:54.595Z,completed,completed normal,15.0,42kW Diesel,0.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 1061,4ebc8616-5756-4758-8c35-b48a8c676e34,2022-07-15T22:29:33.176Z,2022-07-15T22:32:10.003Z,completed,completed normal,250.0,55kW Diesel,35.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 1014,5f1d4184-a845-4d12-907b-79a525e5d526,2022-07-15T22:26:50.174Z,2022-07-15T22:29:29.799Z,completed,completed normal,20.0,80kW Diesel,30.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 90,c74d3cb4-dcc5-471f-982d-84572a0f1c63,2022-07-15T21:34:16.039Z,2022-07-15T21:36:38.051Z,completed,completed normal,150.0,55kW Diesel,5.0,SmallOffice,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 2032,9c198b6c-f2d5-4199-82a6-2e49ba883f01,2022-07-15T23:28:47.681Z,2022-07-15T23:31:20.057Z,completed,completed normal,350.0,55kW Diesel,10.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 748,2d18d9ef-a6a3-4125-8e43-fe567e753878,2022-07-15T22:09:49.953Z,2022-07-15T22:12:20.446Z,completed,completed normal,20.0,42kW Diesel,10.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 1847,dcb6988a-7faf-4c1b-9d19-bbf4f754be9c,2022-07-15T23:17:21.196Z,2022-07-15T23:20:02.721Z,completed,completed normal,12.5,55kW Diesel,50.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 486,b050bcdc-bff3-432e-b2f9-71a865375a3a,2022-07-15T21:55:02.757Z,2022-07-15T21:57:13.134Z,completed,completed normal,50.0,55kW Diesel,40.0,SmallOffice,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 2475,05f4884a-a16f-49d6-885a-05444e535500,2022-07-15T23:56:34.894Z,2022-07-15T23:58:56.392Z,completed,completed normal,15.0,55kW Diesel,50.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 453,6cf3130d-8fec-4cc4-ab05-c355fac939c2,2022-07-15T21:53:04.169Z,2022-07-15T21:55:25.093Z,completed,completed normal,250.0,80kW Diesel,35.0,SmallOffice,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 176,32999e34-b055-4de9-89f7-040798cd3b87,2022-07-15T21:38:49.354Z,2022-07-15T21:40:53.373Z,completed,completed normal,15.0,42kW Diesel,15.0,SmallOffice,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 425,844ea63c-749d-47b6-a018-98475a44137a,2022-07-15T21:52:09.823Z,2022-07-15T21:54:11.170Z,completed,completed normal,20.0,55kW Diesel,35.0,SmallOffice,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 1676,1526cb32-c1fe-41f6-bbd3-dcd99e6c870f,2022-07-15T23:07:09.991Z,2022-07-15T23:09:39.115Z,completed,completed normal,12.5,55kW Diesel,35.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 1171,692e873c-e49b-4ee9-bd1f-ea3e9e3322a3,2022-07-15T22:36:09.606Z,2022-07-15T22:38:54.150Z,completed,completed normal,70.0,55kW Diesel,45.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 2342,604ce02a-bfad-4312-b809-5cea66177eaf,2022-07-15T23:48:04.589Z,2022-07-15T23:50:40.530Z,completed,completed normal,15.0,42kW Diesel,40.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 590,ceee8ecf-29c6-487c-a2ff-949a893ac684,2022-07-15T22:01:05.880Z,2022-07-15T22:03:30.684Z,completed,completed normal,0.0,55kW Diesel,50.0,SmallOffice,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 596,4263b978-fa2e-4105-ad75-44963ebcaab4,2022-07-15T22:01:16.849Z,2022-07-15T22:03:22.491Z,completed,completed normal,20.0,55kW Diesel,50.0,SmallOffice,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 1486,3b51c327-92bd-417d-af7c-46972d5f362b,2022-07-15T22:55:31.875Z,2022-07-15T22:58:02.240Z,completed,completed normal,12.5,42kW Diesel,20.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 541,ce4fc203-c27c-41a5-9d05-dfb97b4d4eac,2022-07-15T21:57:53.110Z,2022-07-15T22:00:10.207Z,completed,completed normal,30.0,55kW Diesel,45.0,SmallOffice,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 1861,8048b6bc-0dab-4982-8ffb-f2550683a8e8,2022-07-15T23:18:13.145Z,2022-07-15T23:20:51.080Z,completed,completed normal,350.0,55kW Diesel,50.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 2332,99a200e7-126a-4800-abc6-0f8f530d42f6,2022-07-15T23:47:35.290Z,2022-07-15T23:50:13.393Z,completed,completed normal,150.0,80kW Diesel,35.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 758,d833dc07-ec84-4ac7-b37a-b868bd832d04,2022-07-15T22:11:00.037Z,2022-07-15T22:13:35.848Z,completed,completed normal,300.0,42kW Diesel,10.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 1579,510b2cec-1c87-490d-b6bc-ef08287b38f8,2022-07-15T23:01:12.358Z,2022-07-15T23:03:30.287Z,completed,completed normal,5.0,80kW Diesel,25.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 1877,1ee9937d-66fd-4cb7-bcfd-449a9fcf1853,2022-07-15T23:19:05.719Z,2022-07-15T23:21:32.820Z,completed,completed normal,200.0,80kW Diesel,50.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 2251,9d238ffd-b44e-450c-b60e-a1f5d498555d,2022-07-15T23:42:30.625Z,2022-07-15T23:45:01.493Z,completed,completed normal,30.0,55kW Diesel,30.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 81,4f1661d0-fe6d-45ac-8500-51cd5e77b96c,2022-07-15T21:32:31.954Z,2022-07-15T21:34:56.233Z,completed,completed normal,15.0,55kW Diesel,5.0,SmallOffice,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 1932,931bda72-c4dd-4317-bf4c-560376f2c07d,2022-07-15T23:22:40.560Z,2022-07-15T23:25:19.266Z,completed,completed normal,100.0,80kW Diesel,0.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 2166,eaeb3baf-4dee-4589-a899-101fcc724741,2022-07-15T23:37:13.472Z,2022-07-15T23:39:45.087Z,completed,completed normal,400.0,80kW Diesel,20.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 641,4fde3c89-75e2-4d53-9705-e60acbceaf3e,2022-07-15T22:03:36.174Z,2022-07-15T22:06:13.675Z,completed,completed normal,150.0,42kW Diesel,0.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 2327,d692e295-3fb6-4c5a-b52d-203506614cd5,2022-07-15T23:47:29.851Z,2022-07-15T23:50:05.089Z,completed,completed normal,30.0,80kW Diesel,35.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 1668,1b6c892e-1c96-4fa0-9297-73ccf1b412c4,2022-07-15T23:06:37.695Z,2022-07-15T23:09:15.229Z,completed,completed normal,200.0,42kW Diesel,35.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 248,eef4d201-345f-4641-a4de-0701065ee06a,2022-07-15T21:41:47.808Z,2022-07-15T21:44:05.680Z,completed,completed normal,0.0,55kW Diesel,20.0,SmallOffice,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 589,2503cbcf-ea65-44e8-96d8-f76d788e7463,2022-07-15T22:01:01.878Z,2022-07-15T22:03:12.030Z,completed,completed normal,400.0,42kW Diesel,50.0,SmallOffice,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 2436,baa6959c-82c8-4133-8326-32c94c32bae3,2022-07-15T23:53:58.403Z,2022-07-15T23:56:32.955Z,completed,completed normal,12.5,80kW Diesel,45.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 837,8ea0bcd5-1ced-4376-9e87-90c38a7bf33f,2022-07-15T22:15:31.547Z,2022-07-15T22:18:11.136Z,completed,completed normal,0.0,80kW Diesel,15.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 2095,3e781670-1005-43ba-a899-13721bd152a9,2022-07-15T23:32:40.161Z,2022-07-15T23:35:21.642Z,completed,completed normal,15.0,80kW Diesel,15.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 1244,b6cbff04-ab67-498e-9d2c-8bfb232f5cf6,2022-07-15T22:40:40.128Z,2022-07-15T22:43:18.164Z,completed,completed normal,30.0,80kW Diesel,50.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 2290,ef5cdc64-78f3-410b-8586-78e1fa22a9d2,2022-07-15T23:45:00.701Z,2022-07-15T23:47:38.507Z,completed,completed normal,35.0,42kW Diesel,35.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 2162,7337d748-5fe8-4f7d-b972-cac1acce05e9,2022-07-15T23:37:04.725Z,2022-07-15T23:39:35.381Z,completed,completed normal,200.0,80kW Diesel,20.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 129,b1ff678b-13ba-4072-8f1f-10b489c4b073,2022-07-15T21:36:24.316Z,2022-07-15T21:38:34.007Z,completed,completed normal,200.0,42kW Diesel,10.0,SmallOffice,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 342,8688c2d0-065c-43f4-8b65-767d0f8a5bf6,2022-07-15T21:47:42.743Z,2022-07-15T21:50:01.675Z,completed,completed normal,400.0,80kW Diesel,25.0,SmallOffice,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 2331,a926d69a-ebcd-4f1a-8fb5-4534b6ec189d,2022-07-15T23:47:33.734Z,2022-07-15T23:50:14.508Z,completed,completed normal,100.0,80kW Diesel,35.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 367,f26616b5-f49f-4dea-ad0e-1dcc20f0be90,2022-07-15T21:48:27.782Z,2022-07-15T21:50:38.938Z,completed,completed normal,17.5,55kW Diesel,30.0,SmallOffice,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 2492,14d42a4a-7fff-41e6-9e3a-a907da9b4aa4,2022-07-15T23:57:36.842Z,2022-07-15T23:59:50.794Z,completed,completed normal,10.0,80kW Diesel,50.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 617,71b6eb9a-8963-477a-88b6-f244a45ad83b,2022-07-15T22:02:02.505Z,2022-07-15T22:04:22.269Z,completed,completed normal,30.0,80kW Diesel,50.0,SmallOffice,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 1120,b72ccf23-3a75-4e54-98ac-034edf7c0e21,2022-07-15T22:32:54.698Z,2022-07-15T22:35:30.851Z,completed,completed normal,350.0,55kW Diesel,40.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 1748,e372def7-cc28-4ca6-857b-3b3e0693c55f,2022-07-15T23:11:25.797Z,2022-07-15T23:13:59.296Z,completed,completed normal,400.0,55kW Diesel,40.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 729,c348aaee-6b5e-4d86-8c80-1b17e49fb1f3,2022-07-15T22:09:01.577Z,2022-07-15T22:11:33.128Z,completed,completed normal,20.0,80kW Diesel,5.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 1069,7399a536-6bc5-46cd-8340-dd673fd773d3,2022-07-15T22:29:56.873Z,2022-07-15T22:32:45.892Z,completed,completed normal,15.0,80kW Diesel,35.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 442,0832ea57-c43f-4e78-9e92-7ee62b25477f,2022-07-15T21:52:47.426Z,2022-07-15T21:54:47.296Z,completed,completed normal,15.0,80kW Diesel,35.0,SmallOffice,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 1250,efdae259-f35f-460e-bd5d-9fc1f6f08294,2022-07-15T22:41:15.721Z,2022-07-15T22:43:53.702Z,completed,completed normal,200.0,80kW Diesel,50.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 566,04bc2759-fc76-42d2-b11a-e2d8657ddb50,2022-07-15T21:59:25.229Z,2022-07-15T22:01:48.674Z,completed,completed normal,200.0,80kW Diesel,45.0,SmallOffice,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 2063,54fe4b52-89fb-420e-920e-41a440765821,2022-07-15T23:30:39.568Z,2022-07-15T23:33:19.079Z,completed,completed normal,50.0,42kW Diesel,15.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 2121,0fe9df93-f00f-4b8b-8286-ad9ff07061c2,2022-07-15T23:34:31.889Z,2022-07-15T23:37:09.298Z,completed,completed normal,70.0,42kW Diesel,20.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 2339,9b448c04-587e-4fce-b20d-30a0bcf077c2,2022-07-15T23:47:56.669Z,2022-07-15T23:50:37.179Z,completed,completed normal,5.0,42kW Diesel,40.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 1038,008c465b-0166-46ef-9ea5-a4a0bd7412ce,2022-07-15T22:27:54.996Z,2022-07-15T22:30:29.829Z,completed,completed normal,70.0,42kW Diesel,35.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 1099,220289c1-3284-447b-bd1e-674924c7949e,2022-07-15T22:32:04.689Z,2022-07-15T22:34:49.991Z,completed,completed normal,250.0,42kW Diesel,40.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 2249,d38d1c6e-3682-4c02-9113-ba0ce37ac76b,2022-07-15T23:42:25.307Z,2022-07-15T23:45:07.939Z,completed,completed normal,20.0,55kW Diesel,30.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 2457,207ae9ed-f1d0-4e51-8895-020ac18cb603,2022-07-15T23:55:33.693Z,2022-07-15T23:58:11.068Z,completed,completed normal,17.5,42kW Diesel,50.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 1787,7ab889e9-9fbd-45cc-843e-97687df0f2f0,2022-07-15T23:13:53.007Z,2022-07-15T23:16:26.794Z,completed,completed normal,0.0,55kW Diesel,45.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 2250,de8acaca-f1f5-4170-9416-d7da016965ba,2022-07-15T23:42:29.085Z,2022-07-15T23:45:00.052Z,completed,completed normal,25.0,55kW Diesel,30.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 294,e1f6c736-9db3-4f65-bb6c-3483c1dabcf5,2022-07-15T21:44:22.165Z,2022-07-15T21:46:35.845Z,completed,completed normal,30.0,42kW Diesel,25.0,SmallOffice,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 271,c732ff05-1693-4144-8fd8-65c31ac6377a,2022-07-15T21:43:34.803Z,2022-07-15T21:45:59.266Z,completed,completed normal,15.0,80kW Diesel,20.0,SmallOffice,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 355,caf69207-2614-4284-ab0a-7a8a32e78844,2022-07-15T21:48:04.968Z,2022-07-15T21:50:27.135Z,completed,completed normal,100.0,42kW Diesel,30.0,SmallOffice,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 1287,96d71e0b-b425-401a-b062-6f37009bddd5,2022-07-15T22:43:21.768Z,2022-07-15T22:45:45.914Z,completed,completed normal,150.0,55kW Diesel,0.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 1480,471aa60f-bd5f-4186-abe1-5e21b8ed43ac,2022-07-15T22:55:16.946Z,2022-07-15T22:57:41.064Z,completed,completed normal,300.0,80kW Diesel,15.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 1753,574e4fb6-b781-4073-b2c3-8aef7089a693,2022-07-15T23:11:44.083Z,2022-07-15T23:14:20.356Z,completed,completed normal,15.0,80kW Diesel,40.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 454,f9e0e231-f11a-44e1-a81f-9b672b14837a,2022-07-15T21:53:04.454Z,2022-07-15T21:55:24.009Z,completed,completed normal,300.0,80kW Diesel,35.0,SmallOffice,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 1800,f937fcbc-e365-438d-8bad-81021c2202d0,2022-07-15T23:14:26.951Z,2022-07-15T23:17:01.184Z,completed,completed normal,150.0,55kW Diesel,45.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 1980,9f0bb558-187c-4918-b45d-da9f2057fae2,2022-07-15T23:25:32.088Z,2022-07-15T23:28:03.703Z,completed,completed normal,12.5,80kW Diesel,5.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 2075,ff2142c6-39de-4aea-afc6-94b273ed9327,2022-07-15T23:31:27.696Z,2022-07-15T23:34:08.917Z,completed,completed normal,12.5,55kW Diesel,15.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 2122,e964ef8e-1bd3-4baa-bd50-5c4ae19c9244,2022-07-15T23:34:33.229Z,2022-07-15T23:37:12.828Z,completed,completed normal,100.0,42kW Diesel,20.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 2153,ff41ad6d-532d-4274-b012-72a6e358c80c,2022-07-15T23:36:13.430Z,2022-07-15T23:38:55.696Z,completed,completed normal,17.5,80kW Diesel,20.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 1280,c19debbc-6f00-4d91-83ad-1fab3054ed1a,2022-07-15T22:42:54.660Z,2022-07-15T22:45:36.544Z,completed,completed normal,20.0,55kW Diesel,0.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 1224,35b3d861-da3e-4dde-9cdb-570ef78d1483,2022-07-15T22:39:46.943Z,2022-07-15T22:42:17.226Z,completed,completed normal,25.0,55kW Diesel,50.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 1070,9c6a1606-f487-4e36-936c-5df5478c0be0,2022-07-15T22:29:59.280Z,2022-07-15T22:32:27.102Z,completed,completed normal,17.5,80kW Diesel,35.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 1889,7c0245db-6c4d-43a3-890c-e7aedd5c9aa0,2022-07-15T23:20:02.113Z,2022-07-15T23:22:33.500Z,completed,completed normal,25.0,42kW Diesel,0.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
